"","FORPORT_NAME","PORT","PORT_NAME","Year","TYPE_PROC","STATE","FORPORT.x","CTRY_F","CTRY_F_NAME","CTRY_C","CTRY_C_NAME","PMS_COMM","PMS_NAME","TONNAGE","COASTDST","Good_Category","Dom_Lat","Dom_Lon","FORPORT.y","Country Name","For_Lat","For_Lon"
"1092","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",5130,"Kuwait",99,"Unknown or Not Elsewhere Classified",16854,"North Atlantic","Other Goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1093","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",3330,"Peru",70,"All Manufactured Equipment, Machinery and Products",78583,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1094","Bremerhaven",2417,"Galveston, TX","2016","Export","TX",42870,"4280","Germany",4010,"Sweden",70,"All Manufactured Equipment, Machinery and Products",3878,"Gulf of Mexico","Industrial goods",29.3124683918919,-94.8089730675676,42870,"Germany",53.546,8.56
"1095","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",6021,"Australia",99,"Unknown or Not Elsewhere Classified",16854,"North Atlantic","Other Goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1096","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4621,"Russia",68,"Other Agricultural Products; Food and Kindred Products",302,"North Atlantic","Agricultural goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1097","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",6141,"New Zealand",61,"Fish",1,"North Atlantic","Fish and Marine Goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1098","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4210,"Netherlands",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",2488,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1099","Bremerhaven",2017,"Jacksonville, FL","2016","Export","FL",42870,"4280","Germany",6141,"New Zealand",70,"All Manufactured Equipment, Machinery and Products",5720,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,42870,"Germany",53.546,8.56
"1100","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4039,"Norway",32,"Other Chemicals and Related Products",2361,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1101","Bremerhaven",2017,"Jacksonville, FL","2016","Export","FL",42870,"4280","Germany",4280,"Germany",99,"Unknown or Not Elsewhere Classified",1378,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,42870,"Germany",53.546,8.56
"1102","Bremerhaven",2017,"Jacksonville, FL","2016","Export","FL",42870,"4280","Germany",7850,"Mauritius",70,"All Manufactured Equipment, Machinery and Products",5720,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,42870,"Germany",53.546,8.56
"1103","Bremerhaven",2017,"Jacksonville, FL","2016","Export","FL",42870,"4280","Germany",7905,"French Southern and Antarctic",70,"All Manufactured Equipment, Machinery and Products",5720,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,42870,"Germany",53.546,8.56
"1104","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4510,"Lithuania",99,"Unknown or Not Elsewhere Classified",16854,"North Atlantic","Other Goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1105","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4330,"Austria",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",2488,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1106","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4039,"Norway",55,"Primary Wood Products; Veneer; Plywood",614,"North Atlantic","Wood and Wood Products",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1107","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",7870,"Mozambique",70,"All Manufactured Equipment, Machinery and Products",78583,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1108","Bremerhaven",2417,"Galveston, TX","2016","Export","TX",42870,"4280","Germany",4010,"Sweden",99,"Unknown or Not Elsewhere Classified",366,"Gulf of Mexico","Other Goods",29.3124683918919,-94.8089730675676,42870,"Germany",53.546,8.56
"1109","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4050,"Finland",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",2488,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1110","Bremerhaven",2017,"Jacksonville, FL","2016","Export","FL",42870,"4280","Germany",6410,"French Pacific Is",70,"All Manufactured Equipment, Machinery and Products",5720,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,42870,"Germany",53.546,8.56
"1111","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4330,"Austria",70,"All Manufactured Equipment, Machinery and Products",78583,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1112","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4039,"Norway",46,"Non-Ferrous Ores and Scrap",297,"North Atlantic","Ore, Rock and Minerals",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1113","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4050,"Finland",70,"All Manufactured Equipment, Machinery and Products",78583,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1114","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4010,"Sweden",41,"Forest Products, Lumber, Logs, Woodchips",2635,"North Atlantic","Wood and Wood Products",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1115","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4840,"Greece",99,"Unknown or Not Elsewhere Classified",16854,"North Atlantic","Other Goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1116","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4621,"Russia",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",2488,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1117","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4799,"Serbia & Montenegro",99,"Unknown or Not Elsewhere Classified",16854,"North Atlantic","Other Goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1118","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4280,"Germany",32,"Other Chemicals and Related Products",2361,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1119","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4621,"Russia",51,"Paper & Allied Products",87,"North Atlantic","Wood and Wood Products",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1120","Bremerhaven",2417,"Galveston, TX","2016","Export","TX",42870,"4280","Germany",5200,"United Arab Emirates",70,"All Manufactured Equipment, Machinery and Products",3878,"Gulf of Mexico","Industrial goods",29.3124683918919,-94.8089730675676,42870,"Germany",53.546,8.56
"1121","Bremerhaven",2417,"Galveston, TX","2016","Export","TX",42870,"4280","Germany",4700,"Spain",70,"All Manufactured Equipment, Machinery and Products",3878,"Gulf of Mexico","Industrial goods",29.3124683918919,-94.8089730675676,42870,"Germany",53.546,8.56
"1122","Bremerhaven",2017,"Jacksonville, FL","2016","Export","FL",42870,"4280","Germany",7140,"Morocco",70,"All Manufactured Equipment, Machinery and Products",5720,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,42870,"Germany",53.546,8.56
"1123","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4280,"Germany",65,"Oilseeds (Soybean, Flaxseed and Others)",4,"North Atlantic","Agricultural goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1124","Bremerhaven",2017,"Jacksonville, FL","2016","Export","FL",42870,"4280","Germany",4280,"Germany",70,"All Manufactured Equipment, Machinery and Products",5720,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,42870,"Germany",53.546,8.56
"1125","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4700,"Spain",70,"All Manufactured Equipment, Machinery and Products",78583,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1126","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",4810,"Albania",99,"Unknown or Not Elsewhere Classified",16854,"North Atlantic","Other Goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1127","Bremerhaven",700,"Baltimore, MD","2016","Export","MD",42870,"4280","Germany",5170,"Saudi Arabia",70,"All Manufactured Equipment, Machinery and Products",78583,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"1128","Bremerhaven",2017,"Jacksonville, FL","2016","Export","FL",42870,"4280","Germany",2830,"French West Indies",99,"Unknown or Not Elsewhere Classified",1378,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,42870,"Germany",53.546,8.56
