"","Port_Country","PORT","PORT_NAME","YEAR","TYPE_PROC","STATE","FORPORT","FORPORT_NAME","CTRY_F","CTRY_F_NAME","CTRY_C","CTRY_C_NAME","PMS_COMM","PMS_NAME","TONNAGE","COASTDST","Good_Category","Dom_Lat","Dom_Lon","FORPORT.y","FORPORT_NAME.y","CTRY_F_NAME.y","For_Lat","For_Lon"
"1","Aalesund Norway",4939,"Unalaska Island, AK","2023","Export","AK",40301,"Aalesund","4039","Norway",4039,"Norway",61,"Fish",4397.12407061404,"Alaska","Fish and Marine Goods",53.8911216190476,-166.53210652381,40301,"Aalesund","Norway",62.466,6.17
"2","Aalesund Norway",1992,"PortMiami, FL","2023","Export","FL",40301,"Aalesund","4039","Norway",4039,"Norway",70,"All Manufactured Equipment, Machinery and Products",18.6775574992973,"South Atlantic","Industrial goods",25.7826253333333,-80.2008171296296,40301,"Aalesund","Norway",62.466,6.17
"3","Aalesund Norway",2031,"Port of Houston Authority of Harris County, TX","2023","Export","TX",40301,"Aalesund","4039","Norway",4039,"Norway",70,"All Manufactured Equipment, Machinery and Products",4.5371120554242,"Gulf of America","Industrial goods",29.7381770771277,-95.1582778404255,40301,"Aalesund","Norway",62.466,6.17
"4","Aardal Norway",2253,"Port of South Louisiana, LA","2023","Export","LA",40302,"Aardal","4039","Norway",4039,"Norway",24,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents",24073.3984247976,"Gulf of America","Coal, Oil, and Petrochemicals",30.017056986755,-90.5871497086093,40302,"Aardal","Norway",61.234,7.707
"5","Aardal Norway",2248,"Lake Charles Harbor and Terminal District, LA","2023","Export","LA",40302,"Aardal","4039","Norway",4039,"Norway",24,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents",7958.6948417357,"Gulf of America","Coal, Oil, and Petrochemicals",30.0185375493827,-93.3070729382716,40302,"Aardal","Norway",61.234,7.707
"6","Aardal Norway",2416,"Port Arthur, TX","2023","Export","TX",40302,"Aardal","4039","Norway",4039,"Norway",24,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents",27612.923251597,"Gulf of America","Coal, Oil, and Petrochemicals",29.893605027027,-93.920496972973,40302,"Aardal","Norway",61.234,7.707
"7","Aardal Norway",2251,"Port of New Orleans, LA","2023","Export","LA",40302,"Aardal","4039","Norway",4039,"Norway",24,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents",33850.8985488076,"Gulf of America","Coal, Oil, and Petrochemicals",29.9488954642857,-90.0661620714286,40302,"Aardal","Norway",61.234,7.707
"8","Aarhus Denmark",775,"Port of Charleston, SC","2023","Export","SC",40906,"Aarhus","4099","Denmark",4099,"Denmark",32,"Other Chemicals and Related Products",27.4409299095554,"South Atlantic","Industrial goods",32.8681967272727,-79.940669,40906,"Aarhus","Denmark",56.161,10.24
"9","Aarhus Denmark",4120,"Port of Los Angeles, CA","2023","Export","CA",40906,"Aarhus","4099","Denmark",4099,"Denmark",68,"Other Agricultural Products; Food and Kindred Products",43.8102481853205,"South Pacific","Agricultural goods",33.7435338367347,-118.269611561224,40906,"Aarhus","Denmark",56.161,10.24
"10","Aarhus Denmark",4344,"Port of Oakland, CA","2023","Export","CA",40906,"Aarhus","4099","Denmark",4099,"Denmark",32,"Other Chemicals and Related Products",488.097797031476,"South Pacific","Industrial goods",37.79946928,-122.2975068,40906,"Aarhus","Denmark",56.161,10.24
