"","Schedule K Code","Foreign Port Name","Country Code","Country Name","Update","Latitude","Longitude","Official Port Name/Alias"
"1024",33300,"Islas Lobos de Tierra","3330","Peru",NA,NA,NA,"Alias"
"1025",33300,"Lobos de Afuera","3330","Peru",NA,NA,NA,"Alias"
"1026",33300,"Lobos de Tierra","3330","Peru",NA,NA,NA,"Alias"
"1027",33300,"Lomas","3330","Peru",NA,NA,NA,"Alias"
"1028",33300,"Mala","3330","Peru",NA,NA,NA,"Alias"
"1029",33300,"Pacasmayo","3330","Peru",NA,-7.4,-79.5833333333333,"Alias"
"1030",33300,"Paracas Bay","3330","Peru",NA,NA,NA,"Alias"
"1031",33300,"Paramonga","3330","Peru",NA,NA,NA,"Alias"
"1032",33300,"Peruvian Whaling Grounds","3330","Peru",NA,NA,NA,"Alias"
"1033",33300,"Puerto Bayovar","3330","Peru",NA,-5.83333333333333,-81.05,"Alias"
"1034",33300,"Puerto Eten","3330","Peru",NA,-6.93333333333333,-79.85,"Alias"
"1035",33300,"Punta Pescadores","3330","Peru",NA,NA,NA,"Alias"
"1036",33300,"Trujillo","3330","Peru",NA,-8.14,-79.034,"Alias"
"1037",33301,"Ancon","3330","Peru",NA,-11.75,-77.18333,"Official"
"1038",33303,"Callao","3330","Peru",NA,-12.04927,-77.1458,"Official"
"1039",33305,"Conchan","3330","Peru",NA,NA,NA,"Official"
"1040",33335,"Ilo","3330","Peru",NA,-17.65166,-71.34894,"Official"
"1041",33337,"Iquitos","3330","Peru",NA,-3.75158,-73.18708,"Official"
"1042",33340,"La Pampilla","3330","Peru",NA,-11.90835,-77.15092,"Official"
"1043",33354,"Matarani","3330","Peru",NA,-17.00142,-72.10639,"Official"
"1044",33355,"Mollendo","3330","Peru",NA,-17.03011,-72.02615,"Official"
"1045",33363,"Paita","3330","Peru",NA,-5.08604,-81.11048,"Official"
"1046",33371,"Pimentel","3330","Peru",NA,-6.8306,-79.93388,"Official"
"1047",33373,"General San Martin","3330","Peru",NA,NA,NA,"Official"
"1048",33373,"Pisco","3330","Peru",NA,NA,NA,"Alias"
"1049",33377,"Salaverry","3330","Peru",NA,-8.22122,-78.99102,"Official"
"1050",33380,"San Nicolas","3330","Peru",NA,-33.32087,-60.2264,"Official"
"1051",33385,"Supe","3330","Peru",NA,-10.79903,-77.75554,"Official"
"1052",33389,"Talara","3330","Peru",NA,-4.57577,-81.2821,"Official"
"1053",33700,"All Other Chile Ports","3370","Chile",NA,NA,NA,"Official"
"1054",33700,"Ancud","3370","Chile",NA,-41.8666666666667,-73.8333333333333,"Alias"
"1055",33700,"Caleta Buena","3370","Chile",NA,NA,NA,"Alias"
"1056",33700,"Carrizal Bajo","3370","Chile",NA,NA,NA,"Alias"
"1057",33700,"Chacabuco","3370","Chile",NA,NA,NA,"Alias"
"1058",33700,"Coronel","3370","Chile",NA,-37.0333333333333,-73.1666666666667,"Alias"
"1059",33700,"Corral","3370","Chile",NA,NA,NA,"Alias"
"1060",33700,"Cruz Grande","3370","Chile",NA,NA,NA,"Alias"
"1061",33700,"Easter Island","3370","Chile",NA,NA,NA,"Alias"
"1062",33700,"Gatico","3370","Chile",NA,NA,NA,"Alias"
"1063",33700,"Guanillo","3370","Chile",NA,NA,NA,"Alias"
"1064",33700,"Lebu","3370","Chile",NA,-37.6333333333333,-73.6666666666667,"Alias"
"1065",33700,"Los Vilos","3370","Chile",NA,NA,NA,"Alias"
"1066",33700,"Lota","3370","Chile",NA,-37.1,-73.15,"Alias"
"1067",33700,"Mejillones del Sur","3370","Chile",NA,NA,NA,"Alias"
"1068",33700,"Pabellon","3370","Chile",NA,NA,NA,"Alias"
"1069",33700,"Papudo","3370","Chile",NA,-32.5,-71.466667,"Alias"
"1070",33700,"Pena Blanca","3370","Chile",NA,NA,NA,"Alias"
"1071",33700,"Pisagua","3370","Chile",NA,NA,NA,"Alias"
"1072",33700,"Puerto Montt","3370","Chile",NA,-41.4833333333333,-72.9666666666667,"Alias"
"1073",33700,"Punta Patache","3370","Chile",NA,NA,NA,"Alias"
"1074",33700,"Taltal","3370","Chile",NA,-25.4,-70.4833333333333,"Alias"
"1075",33700,"Tome","3370","Chile",NA,NA,NA,"Alias"
"1076",33700,"Valdivia","3370","Chile",NA,-39.8,-73.25,"Alias"
"1077",33703,"Antofagasta","3370","Chile",NA,-23.64959,-70.40371,"Official"
"1078",33704,"Angamos","3370","Chile",NA,-23.071426,-70.384037,"Official"
"1079",33706,"Arica","3370","Chile",NA,-18.48244,-70.32837,"Official"
"1080",33708,"Caldera","3370","Chile",NA,-27.06115,-70.82975,"Official"
"1081",33716,"Caleta Barquito","3370","Chile",NA,NA,NA,"Official"
"1082",33716,"Chanaral","3370","Chile",NA,-26.35,-70.65,"Alias"
"1083",33721,"Coquimbo","3370","Chile",NA,-29.95985,-71.33075,"Official"
"1084",33735,"Guayacan","3370","Chile",NA,-29.96024,-71.3612,"Official"
"1085",33739,"Huasco","3370","Chile",NA,-28.45581,-71.22812,"Official"
"1086",33741,"Iquique","3370","Chile",NA,-20.20615,-70.14747,"Official"
"1087",33751,"Lirquen","3370","Chile",NA,-36.69993,-72.98021,"Official"
"1088",33751,"Puerto de Lirquen","3370","Chile",NA,-36.69993,-72.98021,"Alias"
"1089",33765,"Caleta Patillos","3370","Chile",NA,-20.75046,-70.19824,"Official"
"1090",33765,"Patillos","3370","Chile",NA,-20.75046,-70.19824,"Alias"
"1091",33770,"Punta Arenas","3370","Chile",NA,-53.15728,-70.90476,"Official"
"1092",33775,"Quintero","3370","Chile",NA,-32.77974,-71.55068,"Official"
"1093",33776,"Santiago","3370","Chile",NA,-33.5,-70.9,"Official"
"1094",33779,"San Antonio","3370","Chile",NA,-33.58333,-71.633333,"Official"
"1095",33780,"San Vicente","3370","Chile",NA,-36.72865,-73.12965,"Official"
"1096",33781,"Talcahuano","3370","Chile",NA,-36.68026,-73.09687,"Official"
"1097",33782,"Penco","3370","Chile",NA,-36.7166666666667,-73,"Official"
"1098",33788,"Tocopilla","3370","Chile",NA,-22.07949,-70.19013,"Official"
"1099",33797,"Las Salinas","3370","Chile",NA,-33.0367,-71.6331,"Official"
"1100",33797,"Valparaiso","3370","Chile",NA,-33.0367,-71.6331,"Alias"
"1101",35107,"Angra dos Reis","3510","Brazil",NA,-23.0166666666667,-44.3166666666667,"Official"
"1102",35107,"Tebig","3510","Brazil",NA,NA,NA,"Alias"
"1103",35113,"Madre de Deus","3510","Brazil",NA,-12.75,-38.6333333333333,"Official"
"1104",35115,"Aratu","3510","Brazil",NA,-12.78093,-38.45574,"Official"
"1105",35120,"Pecem","3510","Brazil",NA,NA,NA,"Official"
"1106",35120,"Port do Pecem","3510","Brazil",NA,NA,NA,"Alias"
"1107",35121,"Barcarena","3510","Brazil",NA,NA,NA,"Alias"
"1108",35121,"Belem","3510","Brazil",NA,-1.45,-48.5,"Official"
"1109",35121,"Para","3510","Brazil",NA,NA,NA,"Alias"
"1110",35121,"Vila do Conde","3510","Brazil",NA,NA,NA,"Alias"
"1111",35123,"Breves","3510","Brazil",NA,NA,NA,"Official"
"1112",35127,"Cabedelo","3510","Brazil",NA,-6.96666666666667,-34.8333333333333,"Official"
"1113",35127,"Joao Pessoa","3510","Brazil",NA,NA,NA,"Alias"
"1114",35133,"Ceara","3510","Brazil",NA,NA,NA,"Official"
"1115",35133,"Fortaleza","3510","Brazil",NA,-3.7,-38.4833333333333,"Alias"
"1116",35133,"Mucuripe","3510","Brazil",NA,NA,NA,"Alias"
"1117",35135,"Itaqui","3510","Brazil",NA,-2.58333333333333,-44.3666666666667,"Official"
"1118",35135,"Port Itaqui","3510","Brazil",NA,NA,NA,"Alias"
"1119",35135,"Sao Luiz de Maranhao","3510","Brazil",NA,NA,NA,"Alias"
"1120",35136,"Navegantes","3510","Brazil",NA,NA,NA,"Official"
"1121",35137,"Ilheus","3510","Brazil",NA,NA,NA,"Official"
"1122",35137,"Malhado","3510","Brazil",NA,NA,NA,"Alias"
"1123",35138,"Itajai","3510","Brazil",NA,-26.9166666666667,-48.6333333333333,"Official"
"1124",35138,"Itajay","3510","Brazil",NA,NA,NA,"Alias"
"1125",35139,"Itacoatiara","3510","Brazil",NA,-3.15,-58.45,"Official"
"1126",35141,"Maceio","3510","Brazil",NA,-9.67348,-35.72757,"Official"
"1127",35144,"Manaus","3510","Brazil",NA,-3.13259,-60.01934,"Official"
"1128",35157,"Natal","3510","Brazil",NA,-5.78285,-35.18641,"Official"
"1129",35158,"Obidos","3510","Brazil",NA,-1.91666666666667,-55.5166666666667,"Official"
"1130",35159,"Antonina","3510","Brazil",NA,-25.4333333333333,-48.7,"Official"
"1131",35159,"Barao de Teffe","3510","Brazil",NA,NA,NA,"Alias"
"1132",35159,"Paranagua","3510","Brazil",NA,-25.5,-48.5166666666667,"Alias"
"1133",35160,"Praia Mole","3510","Brazil",NA,-20.27959,-40.24941,"Official"
"1134",35160,"Tubarao","3510","Brazil",NA,-20.27959,-40.24941,"Alias"
"1135",35161,"Tramandai","3510","Brazil",NA,-29.9726,-50.11113,"Official"
"1136",35163,"Parnahyba","3510","Brazil",NA,NA,NA,"Official"
"1137",35163,"Parnaiba","3510","Brazil",NA,-2.9,-41.7833333333333,"Alias"
"1138",35163,"Tutoia","3510","Brazil",NA,-2.78333333333333,-42.2833333333333,"Alias"
"1139",35163,"Tutoya","3510","Brazil",NA,NA,NA,"Alias"
"1140",35164,"Munguba","3510","Brazil",NA,NA,NA,"Official"
"1141",35165,"Macapa","3510","Brazil",NA,-0.04633,-51.18126,"Alias"
"1142",35165,"Port Santana","3510","Brazil",NA,-2.72,-57.26,"Alias"
"1143",35165,"Santana","3510","Brazil",NA,-2.72,-57.26,"Official"
"1144",35166,"Point Ubu","3510","Brazil",NA,NA,NA,"Official"
"1145",35166,"Ponta do Ubu","3510","Brazil",NA,NA,NA,"Alias"
"1146",35167,"Porto Alegre","3510","Brazil",NA,-30.03333,-51.23333,"Alias"
"1147",35167,"Santa Clara","3510","Brazil",NA,-30.03333,-51.23333,"Official"
"1148",35168,"Ponta da Madeira","3510","Brazil",NA,NA,NA,"Official"
"1149",35169,"Pernambuco","3510","Brazil",NA,-8.07744,-34.89581,"Alias"
"1150",35169,"Recife","3510","Brazil",NA,-8.07744,-34.89581,"Official"
"1151",35170,"Suape","3510","Brazil",NA,-8.39773,-34.95784,"Official"
"1152",35171,"Niteroi","3510","Brazil",NA,-22.89693,-43.20414,"Alias"
"1153",35171,"Rio de Janeiro","3510","Brazil",NA,-22.89693,-43.20414,"Official"
"1154",35173,"Rio Grande","3510","Brazil",NA,-32.05,-52.083333,"Official"
"1155",35175,"Sao Sebastio","3510","Brazil",NA,-23.80211,-45.39138,"Official"
"1156",35176,"Trombetas","3510","Brazil",NA,NA,NA,"Official"
"1157",35177,"Santos","3510","Brazil",NA,-23.95,-46.3,"Alias"
"1158",35177,"Sao Paulo","3510","Brazil",NA,NA,NA,"Official"
"1159",35178,"Imbituba","3510","Brazil",NA,-28.22673,-48.6484,"Official"
"1160",35179,"Sao Francisco do Sul","3510","Brazil",NA,-26.23844,-46.63825,"Official"
"1161",35180,"Port Itapoa","3510","Brazil",NA,NA,NA,"Official"
"1162",35181,"Salvador","3510","Brazil",NA,-12.94004,-38.49388,"Official"
"1163",35185,"Itaguai","3510","Brazil",NA,NA,NA,"Official"
"1164",35185,"Sepetiba Bay","3510","Brazil",NA,-22.92893,-43.82401,"Alias"
"1165",35195,"Victoria","3510","Brazil",NA,5.27459,115.25283,"Official"
"1166",35195,"Vitoria","3510","Brazil",NA,-20.3166666666667,-40.3333333333333,"Alias"
"1167",35198,"Abaetetuba","3510","Brazil",NA,NA,NA,"Alias"
"1168",35198,"Alenquer","3510","Brazil",NA,NA,NA,"Alias"
"1169",35198,"All Other Brazil Ports North of Recife","3510","Brazil",NA,NA,NA,"Official"
"1170",35198,"Amarracao","3510","Brazil",NA,NA,NA,"Alias"
"1171",35198,"Aracati","3510","Brazil",NA,-4.56666666666667,-37.7666666666667,"Alias"
"1172",35198,"Areia Branca","3510","Brazil",NA,NA,NA,"Alias"
"1173",35198,"Boa Vista","3510","Brazil",NA,NA,NA,"Alias"
"1174",35198,"Camocim","3510","Brazil",NA,-2.9,-40.8333333333333,"Alias"
"1175",35198,"Luis Correia","3510","Brazil",NA,-2.88333333333333,-41.6666666666667,"Alias"
"1176",35198,"Mossoro","3510","Brazil",NA,NA,NA,"Alias"
"1177",35198,"Oriximina","3510","Brazil",NA,NA,NA,"Alias"
"1178",35198,"Portel","3510","Brazil",NA,NA,NA,"Alias"
"1179",35198,"Santarem","3510","Brazil",NA,-2.41666666666667,-54.7166666666667,"Alias"
"1180",35198,"Sao Miguel dos Macaos","3510","Brazil",NA,NA,NA,"Alias"
"1181",35198,"Termisa Terminal","3510","Brazil",NA,NA,NA,"Alias"
"1182",35198,"Urucara","3510","Brazil",NA,NA,NA,"Alias"
"1183",35199,"All Other Brazil Ports South of Recife","3510","Brazil",NA,NA,NA,"Official"
"1184",35199,"Aracaju","3510","Brazil",NA,-10.9166666666667,-37.05,"Alias"
"1185",35199,"Barro do Riacho","3510","Brazil",NA,NA,NA,"Alias"
"1186",35199,"Pelotas","3510","Brazil",NA,-31.7833333333333,-52.3333333333333,"Alias"
"1187",35199,"Portocel","3510","Brazil",NA,NA,NA,"Alias"
"1188",35300,"All Other Paraguay Ports","3530","Paraguay",NA,-25.373,-57.646,"Official"
"1189",35300,"San Antonio","3530","Paraguay",NA,-25.438,-57.56,"Alias"
"1190",35301,"Asuncion","3530","Paraguay",NA,-25.285,-57.672,"Official"
"1191",35305,"Puerto Villeta","3530","Paraguay",NA,-25.662,-57.684,"Alias"
"1192",35305,"Villeta","3530","Paraguay",NA,-25.662,-57.684,"Official"
"1193",35500,"All Other Uruguay Ports","3550","Uruguay","Latitude/Longitude Update",-33.84,-58.437,"Official"
"1194",35515,"Colonia","3550","Uruguay","New Schedule K Code Added",-34.4765,-57.844,"Official"
"1195",35520,"Fray Bentos","3550","Uruguay","New Schedule K Code Added",-33.109,-58.315,"Official"
"1196",35522,"Jose Ignacio Terminal","3550","Uruguay","New Schedule K Code Added",-34.94,-54.7,"Official"
"1197",35525,"Montevideo","3550","Uruguay","Latitude/Longitude Update",-34.89,-56.22,"Official"
"1198",35530,"Paysandu","3550","Uruguay","New Schedule K Code Added",-32.307,-58.1,"Official"
"1199",35535,"Nueva Palmira","3550","Uruguay","Latitude/Longitude Update",-33.88,-58.43,"Official"
"1200",35537,"Punta del Este","3550","Uruguay","Latitude/Longitude Update",-34.96,-54.948,"Official"
"1201",35700,"Acevedo","3570","Argentina",NA,NA,NA,"Alias"
"1202",35700,"All Other Argentina Ports","3570","Argentina",NA,NA,NA,"Official"
"1203",35700,"Concepcion del Uruguay","3570","Argentina",NA,-32.4833333333333,-58.2333333333333,"Alias"
"1204",35700,"Diamante","3570","Argentina",NA,-32.0666666666667,-60.65,"Alias"
"1205",35700,"Ibicuy","3570","Argentina",NA,NA,NA,"Alias"
"1206",35700,"Puerto Quequen","3570","Argentina",NA,NA,NA,"Alias"
"1207",35700,"Punta Quilla","3570","Argentina",NA,NA,NA,"Alias"
"1208",35700,"Rio Gallegos","3570","Argentina",NA,-51.6166666666667,-69.2166666666667,"Alias"
"1209",35700,"San Antonio","3570","Argentina",NA,NA,NA,"Alias"
"1210",35700,"San Sebastian Bay","3570","Argentina",NA,NA,NA,"Alias"
"1211",35700,"Santa Cruz","3570","Argentina",NA,-50.0166666666667,-68.5166666666667,"Alias"
"1212",35700,"Ushuaia","3570","Argentina",NA,-54.8166666666667,-68.3,"Alias"
"1213",35701,"Bahia Blanca","3570","Argentina",NA,-38.76004,-62.34985,"Official"
"1214",35702,"Comodoro Rivadavia","3570","Argentina",NA,-45.8666666666667,-67.4666666666667,"Alias"
"1215",35702,"Rivadavia","3570","Argentina",NA,NA,NA,"Official"
"1216",35703,"Caleta Cordova","3570","Argentina",NA,NA,NA,"Official"
"1217",35703,"Caleta Olivares","3570","Argentina",NA,NA,NA,"Alias"
"1218",35703,"Caleta Olivia","3570","Argentina",NA,NA,NA,"Alias"
"1219",35705,"Buenos Aires","3570","Argentina",NA,-34.60263,-58.37477,"Official"
"1220",35710,"Bagual","3570","Argentina",NA,NA,NA,"Official"
"1221",35711,"Campana","3570","Argentina",NA,-34.15839,-58.96157,"Official"
"1222",35737,"La Plata","3570","Argentina",NA,-34.83312,-57.88833,"Official"
"1223",35739,"Mar del Plata","3570","Argentina",NA,-38.00026,-57.54755,"Official"
"1224",35740,"Madryn","3570","Argentina",NA,-42.77381,-65.0281,"Official"
"1225",35740,"Puerto Madryn","3570","Argentina",NA,-42.77381,-65.0281,"Alias"
"1226",35741,"Necochea","3570","Argentina",NA,-38.57753,-58.70377,"Official"
"1227",35745,"Puerto Deseado","3570","Argentina",NA,-47.74739,-65.89295,"Official"
"1228",35771,"Rosario","3570","Argentina",NA,-32.93964,-60.63957,"Official"
"1229",35779,"Pto. General San Martin","3570","Argentina",NA,-32.75467,-60.72285,"Alias"
"1230",35779,"Puerto Borghio","3570","Argentina",NA,-32.75467,-60.72285,"Alias"
"1231",35779,"Puerto San Lorenzo","3570","Argentina",NA,-32.75467,-60.72285,"Alias"
"1232",35779,"San Lorenzo","3570","Argentina",NA,-32.75467,-60.72285,"Official"
"1233",35781,"San Nicolas","3570","Argentina",NA,-33.32087,-60.2264,"Official"
"1234",35785,"San Pedro","3570","Argentina",NA,-33.67234,-59.66447,"Official"
"1235",35791,"Santa Fe","3570","Argentina",NA,-31.61449,-60.66791,"Official"
"1236",35795,"Villa Constitucion","3570","Argentina",NA,-33.23456,-60.3155,"Official"
"1237",35796,"Zarate","3570","Argentina",NA,-34.08148,-59.03484,"Official"
"1238",37200,"All Falkland Islands Ports","3720","Falk Is",NA,-56.53,-46.45,"Official"
"1239",37200,"South Georgia","3720","Falk Is",NA,-54.29,-36.48,"Alias"
"1240",37200,"South Orkneys","3720","Falk Is",NA,-60.738,-44.732,"Alias"
"1241",37200,"South Sandwich Islands","3720","Falk Is",NA,-58.05,-26.4,"Alias"
"1242",37200,"South Shetlands","3720","Falk Is",NA,-62.34,-59.28,"Alias"
"1243",37205,"Port Stanley, E Falklnd","3720","Falk Is",NA,-51.6905,-57.8565,"Official"
"1244",40000,"All Other Iceland Ports","4000","Iceland",NA,NA,NA,"Official"
"1245",40000,"Djupivogur","4000","Iceland",NA,64.6666666666667,-14.2833333333333,"Alias"
"1246",40000,"Eskifjordhur","4000","Iceland",NA,NA,NA,"Alias"
"1247",40000,"Eskifjordur","4000","Iceland",NA,65.0666666666667,-14.0166666666667,"Alias"
"1248",40000,"Isafjordhur","4000","Iceland",NA,NA,NA,"Alias"
"1249",40000,"Isafjordur","4000","Iceland",NA,66.0666666666667,-23.1166666666667,"Alias"
"1250",40000,"Keflavik","4000","Iceland",NA,64,-22.55,"Alias"
"1251",40000,"Raufarhofn","4000","Iceland",NA,66.45,-15.9333333333333,"Alias"
"1252",40000,"Seydhisfjordhur","4000","Iceland",NA,65.2666666666667,-14,"Alias"
"1253",40000,"Seydisfjordur","4000","Iceland",NA,NA,NA,"Alias"
"1254",40000,"Siglufjordhur","4000","Iceland",NA,NA,NA,"Alias"
"1255",40000,"Siglufjordur","4000","Iceland",NA,NA,NA,"Alias"
"1256",40000,"Thorlakshofn","4000","Iceland",NA,NA,NA,"Alias"
"1257",40001,"Hafnarfjordhur","4000","Iceland",NA,64.06667,-21.95,"Official"
"1258",40001,"Hafnarfjordur","4000","Iceland",NA,64.06667,-21.95,"Alias"
"1259",40002,"Grundarfjordur","4000","Iceland",NA,NA,NA,"Official"
"1260",40002,"Grundartangi","4000","Iceland",NA,NA,NA,"Alias"
"1261",40010,"Njardvik","4000","Iceland",NA,NA,NA,"Official"
"1262",40036,"Neskaupstadur","4000","Iceland",NA,65.144,-13.66563,"Official"
"1263",40037,"Reykjavik","4000","Iceland",NA,64.14938,-21.9292,"Official"
"1264",40038,"Akranes","4000","Iceland",NA,64.32854,-22.07916,"Official"
"1265",40039,"Akureyri","4000","Iceland",NA,65.67794,-18.052,"Official"
"1266",40040,"Vestmannaeyjar","4000","Iceland",NA,NA,NA,"Official"
"1267",40040,"Westman Isles","4000","Iceland",NA,NA,NA,"Alias"
"1268",40100,"All Other Sweden Ports","4010","Sweden",NA,58.42,18.46,"Official"
"1269",40100,"Arnoviken","4010","Sweden",NA,61.724,17.398,"Alias"
"1270",40100,"Bollsta","4010","Sweden",NA,62.985,17.705,"Alias"
"1271",40100,"Furuogrund","4010","Sweden",NA,64.911,21.242,"Alias"
"1272",40100,"Mem","4010","Sweden",NA,58.48,16.417,"Alias"
"1273",40100,"Sandhamn","4010","Sweden",NA,59.2898,18.9167,"Alias"
"1274",40100,"Vinga","4010","Sweden",NA,57.6186,11.763,"Alias"
"1275",40102,"Brofjorden","4010","Sweden",NA,58.355,11.418,"Official"
"1276",40103,"Burea","4010","Sweden",NA,64.6153,21.23,"Official"
"1277",40104,"Domsjo","4010","Sweden",NA,63.276,18.728,"Official"
"1278",40105,"Dynas","4010","Sweden",NA,62.987,17.703,"Official"
"1279",40106,"Essvik","4010","Sweden",NA,62.3198,17.389,"Official"
"1280",40106,"Essviken","4010","Sweden",NA,62.3198,17.389,"Alias"
"1281",40107,"Fagervik","4010","Sweden",NA,62.498,17.41,"Official"
"1282",40108,"Frano","4010","Sweden",NA,62.914,17.85,"Official"
"1283",40109,"Hargshamn","4010","Sweden",NA,60.173,18.48,"Official"
"1284",40110,"Harnosand","4010","Sweden",NA,62.64,17.942,"Official"
"1285",40110,"Hernosand","4010","Sweden",NA,62.64,17.942,"Alias"
"1286",40111,"Hornesfors","4010","Sweden",NA,63.6,19.91,"Official"
"1287",40112,"Hudiksvall","4010","Sweden",NA,61.718,17.12,"Official"
"1288",40114,"Kalix","4010","Sweden",NA,65.793,23.25,"Official"
"1289",40116,"Gafle","4010","Sweden",NA,60.6835,17.202,"Alias"
"1290",40116,"Gavle","4010","Sweden",NA,60.6835,17.202,"Official"
"1291",40116,"Gefle","4010","Sweden",NA,60.6835,17.202,"Alias"
"1292",40117,"Goteborg","4010","Sweden",NA,57.721,11.9854,"Official"
"1293",40117,"Gothenburg","4010","Sweden",NA,57.721,11.9854,"Alias"
"1294",40118,"Hallstavik","4010","Sweden",NA,60.063,18.589,"Official"
"1295",40119,"Halmstad","4010","Sweden",NA,56.653,12.849,"Official"
"1296",40120,"Helsingborg","4010","Sweden",NA,56.025,12.685,"Official"
"1297",40121,"Falkenberg","4010","Sweden",NA,56.8878,12.475,"Official"
"1298",40122,"Ahus","4010","Sweden",NA,55.9273,14.3185,"Official"
"1299",40123,"Hoganas","4010","Sweden",NA,56.198,12.544,"Official"
"1300",40124,"Ronnskar","4010","Sweden","Change",64.6805,21.2608,"Alias"
"1301",40124,"Skelleftea","4010","Sweden",NA,64.7475,20.953,"Official"
"1302",40124,"Skelleftehamn","4010","Sweden",NA,64.68,21.26,"Alias"
"1303",40125,"Umea","4010","Sweden",NA,63.8226,20.262,"Official"
"1304",40127,"Holmsund","4010","Sweden",NA,63.67,20.337,"Official"
"1305",40129,"Iggesund","4010","Sweden",NA,61.6354,17.1,"Official"
"1306",40130,"Kalmar","4010","Sweden",NA,56.664,16.38,"Official"
"1307",40131,"Carlskrona","4010","Sweden",NA,56.16,15.62,"Alias"
"1308",40131,"Karlskrona","4010","Sweden",NA,56.16,15.62,"Official"
"1309",40132,"Karlsborg","4010","Sweden",NA,65.794,23.275,"Official"
"1310",40132,"Karlsborghas Axelvik","4010","Sweden",NA,58.536,14.515,"Alias"
"1311",40133,"Karlshamn","4010","Sweden",NA,56.161,14.862,"Official"
"1312",40134,"Karlstad","4010","Sweden",NA,59.363,13.526,"Official"
"1313",40135,"Karskar","4010","Sweden",NA,60.688,17.274,"Official"
"1314",40136,"Kopmanholmen","4010","Sweden",NA,63.172,18.593,"Official"
"1315",40137,"Kramfors","4010","Sweden",NA,62.94,17.7785,"Official"
"1316",40138,"Kristinehamn","4010","Sweden",NA,59.318,14.083,"Official"
"1317",40139,"Ljusne","4010","Sweden",NA,61.21,17.17,"Official"
"1318",40140,"Lysekil","4010","Sweden",NA,58.27,11.45,"Official"
"1319",40141,"Munksund","4010","Sweden",NA,65.27,21.494,"Official"
"1320",40142,"Lulea","4010","Sweden",NA,65.56,22.18,"Official"
"1321",40143,"Limhamn","4010","Sweden",NA,55.592,12.917,"Official"
"1322",40143,"Malmo","4010","Sweden",NA,55.636,12.986,"Alias"
"1323",40144,"Norrbyskar","4010","Sweden",NA,63.55,19.87,"Official"
"1324",40145,"Nynashamn","4010","Sweden",NA,58.907,17.963,"Official"
"1325",40146,"Ortviken","4010","Sweden",NA,62.395,17.355,"Official"
"1326",40147,"Orviken","4010","Sweden",NA,64.667,21.295,"Official"
"1327",40148,"Norrkoping","4010","Sweden",NA,58.6044,16.222,"Official"
"1328",40149,"Norrsundet","4010","Sweden",NA,60.9365,17.151,"Official"
"1329",40150,"Lanskrona","4010","Sweden",NA,55.857,12.828,"Official"
"1330",40151,"Ostrand","4010","Sweden",NA,62.482,17.354,"Official"
"1331",40152,"Otterbacken","4010","Sweden",NA,58.945,14.03,"Official"
"1332",40153,"Obbola","4010","Sweden",NA,63.701,20.33,"Official"
"1333",40154,"Pitea","4010","Sweden",NA,65.305,21.455,"Official"
"1334",40155,"Ornskoldsvik","4010","Sweden",NA,63.272,18.73,"Official"
"1335",40156,"Ronneby","4010","Sweden",NA,56.2095,15.27716,"Official"
"1336",40157,"Oskarshamn","4010","Sweden",NA,57.2635,16.48,"Official"
"1337",40159,"Oxelosund","4010","Sweden",NA,58.66,17.113,"Official"
"1338",40166,"Sandarne","4010","Sweden",NA,61.264,17.17,"Official"
"1339",40167,"Sikea","4010","Sweden",NA,64.157,20.978,"Official"
"1340",40168,"Skogholl","4010","Sweden","New Schedule K Code Added",59.314,13.46,"Official"
"1341",40169,"Skonvik","4010","Sweden",NA,62.412,17.398,"Official"
"1342",40170,"Skutskar","4010","Sweden",NA,60.65,17.392,"Official"
"1343",40171,"Slite","4010","Sweden",NA,57.7,18.805,"Official"
"1344",40172,"Soraker","4010","Sweden",NA,62.5,17.49,"Official"
"1345",40173,"Stocka","4010","Sweden",NA,61.8963,17.345,"Official"
"1346",40174,"Soderhamn","4010","Sweden",NA,61.303,17.12,"Official"
"1347",40176,"Stenungsund","4010","Sweden",NA,58.083,11.796,"Official"
"1348",40179,"Stockholm","4010","Sweden",NA,59.324,18.053,"Official"
"1349",40180,"Stockvik","4010","Sweden",NA,62.334,17.3715,"Alias"
"1350",40180,"Stockviksverken","4010","Sweden",NA,62.334,17.3715,"Official"
"1351",40182,"Sundsvall","4010","Sweden",NA,62.387,17.36,"Official"
"1352",40183,"Svartvik","4010","Sweden",NA,62.4707,17.326,"Official"
"1353",40184,"Trollhattan","4010","Sweden",NA,58.267,12.268,"Official"
"1354",40184,"Trollhatte Canal","4010","Sweden",NA,58.267,12.268,"Alias"
"1355",40185,"Trelleborg","4010","Sweden",NA,13.152,13.152,"Official"
"1356",40188,"Uddevalla","4010","Sweden",NA,58.342,11.9,"Official"
"1357",40189,"Ulfvik","4010","Sweden",NA,62.673,17.857,"Official"
"1358",40189,"Ulvvik","4010","Sweden",NA,62.673,17.857,"Alias"
"1359",40190,"Ursviken","4010","Sweden",NA,64.7,21.17,"Official"
"1360",40191,"Utansjo","4010","Sweden",NA,62.773,17.94,"Official"
"1361",40192,"Vasteras","4010","Sweden",NA,59.597,16.553,"Official"
"1362",40193,"Vaja","4010","Sweden",NA,62.986,17.706,"Official"
"1363",40194,"Vastervik","4010","Sweden",NA,57.75933,16.65387,"Official"
