"","Port_Country","PORT","PORT_NAME","YEAR","TYPE_PROC","STATE","FORPORT","FORPORT_NAME","CTRY_F","CTRY_F_NAME","CTRY_C","CTRY_C_NAME","PMS_COMM","PMS_NAME","TONNAGE","COASTDST","Good_Category","Dom_Lat","Dom_Lon","FORPORT.y","FORPORT_NAME.y","CTRY_F_NAME.y","For_Lat","For_Lon"
"1","Aalborg Denmark",2416,"Port Arthur, TX","2018","Export","TX",40903,"Aalborg","4099","Denmark",4099,"Denmark",24,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents",34927,"Gulf of Mexico","Coal, Oil, and Petrochemicals",29.893605027027,-93.920496972973,40903,"Aalborg","Denmark",57.052,9.925
"2","Aardal Norway",2416,"Port Arthur, TX","2018","Export","TX",40302,"Aardal","4039","Norway",4039,"Norway",24,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents",41586,"Gulf of Mexico","Coal, Oil, and Petrochemicals",29.893605027027,-93.920496972973,40302,"Aardal","Norway",61.234,7.707
"3","Aarhus Denmark",700,"Baltimore, MD","2018","Export","MD",40906,"Aarhus","4099","Denmark",4099,"Denmark",41,"Forest Products, Lumber, Logs, Woodchips",22,"North Atlantic","Wood and Wood Products",39.2406340648148,-76.5608341388889,40906,"Aarhus","Denmark",56.161,10.24
"4","Aarhus Denmark",700,"Baltimore, MD","2018","Export","MD",40906,"Aarhus","4099","Denmark",4099,"Denmark",55,"Primary Wood Products; Veneer; Plywood",23,"North Atlantic","Wood and Wood Products",39.2406340648148,-76.5608341388889,40906,"Aarhus","Denmark",56.161,10.24
"5","Abu Dhabi United Arab Em",700,"Baltimore, MD","2018","Export","MD",52001,"Abu Dhabi","5200","United Arab Em",5200,"United Arab Emirates",70,"All Manufactured Equipment, Machinery and Products",1061,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,52001,"Abu Dhabi","United Arab Em",24.5333333333333,54.3833333333333
"6","Abu Dhabi United Arab Em",2017,"Jacksonville, FL","2018","Export","FL",52001,"Abu Dhabi","5200","United Arab Em",5250,"Bahrain",99,"Unknown or Not Elsewhere Classified",14716,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,52001,"Abu Dhabi","United Arab Em",24.5333333333333,54.3833333333333
"7","Abu Dhabi United Arab Em",700,"Baltimore, MD","2018","Export","MD",52001,"Abu Dhabi","5200","United Arab Em",5200,"United Arab Emirates",32,"Other Chemicals and Related Products",61,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,52001,"Abu Dhabi","United Arab Em",24.5333333333333,54.3833333333333
"8","Abu Dhabi United Arab Em",766,"Wilmington, NC","2018","Export","NC",52001,"Abu Dhabi","5200","United Arab Em",5200,"United Arab Emirates",70,"All Manufactured Equipment, Machinery and Products",160,"South Atlantic","Industrial goods",34.2029665882353,-77.9545586470588,52001,"Abu Dhabi","United Arab Em",24.5333333333333,54.3833333333333
"9","Abu Dhabi United Arab Em",700,"Baltimore, MD","2018","Export","MD",52001,"Abu Dhabi","5200","United Arab Em",5200,"United Arab Emirates",99,"Unknown or Not Elsewhere Classified",95,"North Atlantic","Other Goods",39.2406340648148,-76.5608341388889,52001,"Abu Dhabi","United Arab Em",24.5333333333333,54.3833333333333
"10","Abu Dhabi United Arab Em",766,"Wilmington, NC","2018","Export","NC",52001,"Abu Dhabi","5200","United Arab Em",5200,"United Arab Emirates",32,"Other Chemicals and Related Products",149,"South Atlantic","Industrial goods",34.2029665882353,-77.9545586470588,52001,"Abu Dhabi","United Arab Em",24.5333333333333,54.3833333333333
"11","Abu Dhabi United Arab Em",2017,"Jacksonville, FL","2018","Export","FL",52001,"Abu Dhabi","5200","United Arab Em",5200,"United Arab Emirates",99,"Unknown or Not Elsewhere Classified",14716,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,52001,"Abu Dhabi","United Arab Em",24.5333333333333,54.3833333333333
"12","Abu Dhabi United Arab Em",2017,"Jacksonville, FL","2018","Export","FL",52001,"Abu Dhabi","5200","United Arab Em",5200,"United Arab Emirates",53,"Primary Iron and Steel Products (Ingots,Bars,Rods,etc.)",307,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,52001,"Abu Dhabi","United Arab Em",24.5333333333333,54.3833333333333
"13","Abu Dhabi United Arab Em",766,"Wilmington, NC","2018","Export","NC",52001,"Abu Dhabi","5200","United Arab Em",5200,"United Arab Emirates",99,"Unknown or Not Elsewhere Classified",193,"South Atlantic","Other Goods",34.2029665882353,-77.9545586470588,52001,"Abu Dhabi","United Arab Em",24.5333333333333,54.3833333333333
"14","Abu Dhabi United Arab Em",2017,"Jacksonville, FL","2018","Export","FL",52001,"Abu Dhabi","5200","United Arab Em",5200,"United Arab Emirates",70,"All Manufactured Equipment, Machinery and Products",5476,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,52001,"Abu Dhabi","United Arab Em",24.5333333333333,54.3833333333333
