"","FORPORT_NAME","PORT","PORT_NAME","YEAR","TYPE_PROC","STATE","FORPORT.x","CTRY_F","CTRY_F_NAME","CTRY_C","CTRY_C_NAME","PMS_COMM","PMS_NAME","TONNAGE","COASTDST","Good_Category","Dom_Lat","Dom_Lon","FORPORT.y","Country Name","For_Lat","For_Lon"
"885","Belfast",766,"Wilmington, NC","2018","Export","NC",41801,"4120","United Kingdom",4120,"United Kingdom",32,"Other Chemicals and Related Products",805,"South Atlantic","Industrial goods",34.2029665882353,-77.9545586470588,41801,"United Kingdom",54.60004,-5.92977
"886","Belfast",766,"Wilmington, NC","2018","Export","NC",41801,"4120","United Kingdom",4120,"United Kingdom",70,"All Manufactured Equipment, Machinery and Products",1451,"South Atlantic","Industrial goods",34.2029665882353,-77.9545586470588,41801,"United Kingdom",54.60004,-5.92977
"887","Belize",2017,"Jacksonville, FL","2018","Export","FL",20801,"2080","Belize",2080,"Belize",99,"Unknown or Not Elsewhere Classified",9,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,20801,"Belize",17.475,-88.1995
"888","Belize",2417,"Galveston, TX","2018","Export","TX",20801,"2080","Belize",2080,"Belize",70,"All Manufactured Equipment, Machinery and Products",154,"Gulf of Mexico","Industrial goods",29.3124683918919,-94.8089730675676,20801,"Belize",17.475,-88.1995
"889","Benghazi",2017,"Jacksonville, FL","2018","Export","FL",72501,"7250","Libya",7250,"Libya",70,"All Manufactured Equipment, Machinery and Products",304,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,72501,"Libya",32.1001,20.04853
"890","Benghazi",700,"Baltimore, MD","2018","Export","MD",72501,"7250","Libya",7250,"Libya",70,"All Manufactured Equipment, Machinery and Products",344,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,72501,"Libya",32.1001,20.04853
"891","Benoa",2017,"Jacksonville, FL","2018","Export","FL",56002,"5600","Indonesia",5590,"Singapore",32,"Other Chemicals and Related Products",87,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,56002,"Indonesia",-8.75521,115.21867
"892","Berbera",700,"Baltimore, MD","2018","Export","MD",77001,"7700","Somalia",7700,"Somalia",70,"All Manufactured Equipment, Machinery and Products",3,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,77001,"Somalia",10.442,44.997
"893","Bilbao",3924,"Duluth-Superior, MN and WI","2018","Export","WI",47005,"4700","Spain",4700,"Spain",62,"Wheat",24548,"Great Lakes","Agricultural goods",46.7497344912281,-92.0994718947368,47005,"Spain",43.31154,-2.98673
"894","Bilbao",700,"Baltimore, MD","2018","Export","MD",47005,"4700","Spain",4700,"Spain",70,"All Manufactured Equipment, Machinery and Products",136,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,47005,"Spain",43.31154,-2.98673
"895","Bilbao",700,"Baltimore, MD","2018","Export","MD",47005,"4700","Spain",4700,"Spain",99,"Unknown or Not Elsewhere Classified",99,"North Atlantic","Other Goods",39.2406340648148,-76.5608341388889,47005,"Spain",43.31154,-2.98673
"896","Bilbao",700,"Baltimore, MD","2018","Export","MD",47005,"4700","Spain",4700,"Spain",32,"Other Chemicals and Related Products",99,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,47005,"Spain",43.31154,-2.98673
"897","Bilbao",700,"Baltimore, MD","2018","Export","MD",47005,"4700","Spain",4700,"Spain",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",43,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,47005,"Spain",43.31154,-2.98673
"898","Bilbao",700,"Baltimore, MD","2018","Export","MD",47005,"4700","Spain",4700,"Spain",44,"Iron Ore and Iron & Steel Waste & Scrap",64,"North Atlantic","Ore, Rock and Minerals",39.2406340648148,-76.5608341388889,47005,"Spain",43.31154,-2.98673
"899","Bilbao",700,"Baltimore, MD","2018","Export","MD",47005,"4700","Spain",4700,"Spain",53,"Primary Iron and Steel Products (Ingots,Bars,Rods,etc.)",12,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,47005,"Spain",43.31154,-2.98673
"900","Bombay",2017,"Jacksonville, FL","2018","Export","FL",53312,"5330","India",5200,"United Arab Emirates",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",20,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,53312,"India",18.93189,72.82121
"901","Bombay",700,"Baltimore, MD","2018","Export","MD",53312,"5330","India",5330,"India",70,"All Manufactured Equipment, Machinery and Products",301,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,53312,"India",18.93189,72.82121
"902","Bombay",2416,"Port Arthur, TX","2018","Export","TX",53312,"5330","India",5330,"India",23,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",48369,"Gulf of Mexico","Coal, Oil, and Petrochemicals",29.893605027027,-93.920496972973,53312,"India",18.93189,72.82121
"903","Bombay",2017,"Jacksonville, FL","2018","Export","FL",53312,"5330","India",5330,"India",99,"Unknown or Not Elsewhere Classified",52,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,53312,"India",18.93189,72.82121
"904","Bombay",700,"Baltimore, MD","2018","Export","MD",53312,"5330","India",5330,"India",53,"Primary Iron and Steel Products (Ingots,Bars,Rods,etc.)",334,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,53312,"India",18.93189,72.82121
"905","Bombay",700,"Baltimore, MD","2018","Export","MD",53312,"5330","India",5330,"India",99,"Unknown or Not Elsewhere Classified",41,"North Atlantic","Other Goods",39.2406340648148,-76.5608341388889,53312,"India",18.93189,72.82121
"906","Bombay",2017,"Jacksonville, FL","2018","Export","FL",53312,"5330","India",5330,"India",70,"All Manufactured Equipment, Machinery and Products",895,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,53312,"India",18.93189,72.82121
"907","Bombay",700,"Baltimore, MD","2018","Export","MD",53312,"5330","India",5330,"India",10,"Coal,Lignite & Coal Coke",110231,"North Atlantic","Coal, Oil, and Petrochemicals",39.2406340648148,-76.5608341388889,53312,"India",18.93189,72.82121
"908","Bombay",2416,"Port Arthur, TX","2018","Export","TX",53312,"5330","India",5330,"India",24,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents",58733,"Gulf of Mexico","Coal, Oil, and Petrochemicals",29.893605027027,-93.920496972973,53312,"India",18.93189,72.82121
"909","Bombay",700,"Baltimore, MD","2018","Export","MD",53312,"5330","India",5330,"India",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",42,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,53312,"India",18.93189,72.82121
"910","Bordeaux",2416,"Port Arthur, TX","2018","Export","TX",42707,"4279","France",4279,"France",32,"Other Chemicals and Related Products",4409,"Gulf of Mexico","Industrial goods",29.893605027027,-93.920496972973,42707,"France",44.83967,-0.56568
"911","Bowmanville, ONT",3213,"Sandusky, OH","2018","Export","OH",9665,"1220","Canada",1220,"Canada",10,"Coal,Lignite & Coal Coke",29762,"Great Lakes","Coal, Oil, and Petrochemicals",41.4570174,-82.7236338,9665,"Canada",43.91667,-78.71667
"912","Bremerhaven",700,"Baltimore, MD","2018","Export","MD",42870,"4280","Germany",4039,"Norway",41,"Forest Products, Lumber, Logs, Woodchips",2697,"North Atlantic","Wood and Wood Products",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"913","Bremerhaven",700,"Baltimore, MD","2018","Export","MD",42870,"4280","Germany",4210,"Netherlands",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",3696,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"914","Bremerhaven",700,"Baltimore, MD","2018","Export","MD",42870,"4280","Germany",4510,"Lithuania",68,"Other Agricultural Products; Food and Kindred Products",9068,"North Atlantic","Agricultural goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"915","Bremerhaven",700,"Baltimore, MD","2018","Export","MD",42870,"4280","Germany",4210,"Netherlands",68,"Other Agricultural Products; Food and Kindred Products",9068,"North Atlantic","Agricultural goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"916","Bremerhaven",700,"Baltimore, MD","2018","Export","MD",42870,"4280","Germany",7660,"Congo (Kinshasa)",70,"All Manufactured Equipment, Machinery and Products",59618,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"917","Bremerhaven",700,"Baltimore, MD","2018","Export","MD",42870,"4280","Germany",4280,"Germany",51,"Paper & Allied Products",199,"North Atlantic","Wood and Wood Products",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"918","Bremerhaven",2017,"Jacksonville, FL","2018","Export","FL",42870,"4280","Germany",4330,"Austria",99,"Unknown or Not Elsewhere Classified",2595,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,42870,"Germany",53.546,8.56
"919","Bremerhaven",700,"Baltimore, MD","2018","Export","MD",42870,"4280","Germany",4490,"Latvia",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",3696,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"920","Bremerhaven",700,"Baltimore, MD","2018","Export","MD",42870,"4280","Germany",4351,"Czech Republic",41,"Forest Products, Lumber, Logs, Woodchips",2697,"North Atlantic","Wood and Wood Products",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
"921","Bremerhaven",700,"Baltimore, MD","2018","Export","MD",42870,"4280","Germany",4330,"Austria",70,"All Manufactured Equipment, Machinery and Products",59618,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,42870,"Germany",53.546,8.56
