"","Port_Country","PORT","PORT_NAME","YEAR","TYPE_PROC","STATE","FORPORT","FORPORT_NAME","CTRY_F","CTRY_F_NAME","CTRY_C","CTRY_C_NAME","PMS_COMM","PMS_NAME","TONNAGE","COASTDST","Good_Category","Dom_Lat","Dom_Lon","FORPORT.y","FORPORT_NAME.y","CTRY_F_NAME.y","For_Lat","For_Lon"
"1","Aalesund Norway",700,"Baltimore, MD","2014","Import","MD",40301,"Aalesund","4039","Norway",4039,"Norway",99,"Unknown or Not Elsewhere Classified",9810,"North Atlantic","Other Goods",39.2406340648148,-76.5608341388889,40301,"Aalesund","Norway",62.466,6.17
"2","Aalesund Norway",2417,"Galveston, TX","2014","Import","TX",40301,"Aalesund","4039","Norway",4039,"Norway",99,"Unknown or Not Elsewhere Classified",6,"Gulf of Mexico","Other Goods",29.3124683918919,-94.8089730675676,40301,"Aalesund","Norway",62.466,6.17
"3","Aalesund Norway",2417,"Galveston, TX","2014","Import","TX",40301,"Aalesund","4039","Norway",4039,"Norway",70,"All Manufactured Equipment, Machinery and Products",206,"Gulf of Mexico","Industrial goods",29.3124683918919,-94.8089730675676,40301,"Aalesund","Norway",62.466,6.17
"4","Aalesund Norway",700,"Baltimore, MD","2014","Import","MD",40301,"Aalesund","4039","Norway",4039,"Norway",32,"Other Chemicals and Related Products",4889,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,40301,"Aalesund","Norway",62.466,6.17
"5","Aalesund Norway",700,"Baltimore, MD","2014","Import","MD",40301,"Aalesund","4039","Norway",4039,"Norway",44,"Iron Ore and Iron & Steel Waste & Scrap",1655,"North Atlantic","Ore, Rock and Minerals",39.2406340648148,-76.5608341388889,40301,"Aalesund","Norway",62.466,6.17
"6","Aalesund Norway",700,"Baltimore, MD","2014","Import","MD",40301,"Aalesund","4039","Norway",4039,"Norway",23,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",4630,"North Atlantic","Coal, Oil, and Petrochemicals",39.2406340648148,-76.5608341388889,40301,"Aalesund","Norway",62.466,6.17
"7","Aalesund Norway",700,"Baltimore, MD","2014","Import","MD",40301,"Aalesund","4039","Norway",4039,"Norway",31,"Fertilizers",6834,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,40301,"Aalesund","Norway",62.466,6.17
"8","Aalesund Norway",700,"Baltimore, MD","2014","Import","MD",40301,"Aalesund","4039","Norway",4039,"Norway",53,"Primary Iron and Steel Products (Ingots,Bars,Rods,etc.)",1,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,40301,"Aalesund","Norway",62.466,6.17
"9","Aarhus Denmark",3924,"Duluth-Superior, MN and WI","2014","Import","MN",40906,"Aarhus","4099","Denmark",4099,"Denmark",70,"All Manufactured Equipment, Machinery and Products",2847,"Great Lakes","Industrial goods",46.7497344912281,-92.0994718947368,40906,"Aarhus","Denmark",56.161,10.24
"10","Aarhus Denmark",3924,"Duluth-Superior, MN and WI","2014","Import","MN",40906,"Aarhus","4099","Denmark",4099,"Denmark",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",5,"Great Lakes","Industrial goods",46.7497344912281,-92.0994718947368,40906,"Aarhus","Denmark",56.161,10.24
"11","Aarhus Denmark",700,"Baltimore, MD","2014","Import","MD",40906,"Aarhus","4099","Denmark",4099,"Denmark",70,"All Manufactured Equipment, Machinery and Products",11,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,40906,"Aarhus","Denmark",56.161,10.24
"12","Aarhus Denmark",3924,"Duluth-Superior, MN and WI","2014","Import","MN",40906,"Aarhus","4099","Denmark",4099,"Denmark",99,"Unknown or Not Elsewhere Classified",1186,"Great Lakes","Other Goods",46.7497344912281,-92.0994718947368,40906,"Aarhus","Denmark",56.161,10.24
