"","Port_Country","PORT","PORT_NAME","YEAR","TYPE_PROC","STATE","FORPORT","FORPORT_NAME","CTRY_F","CTRY_F_NAME","CTRY_C","CTRY_C_NAME","PMS_COMM","PMS_NAME","TONNAGE","COASTDST","Good_Category","Dom_Lat","Dom_Lon","FORPORT.y","FORPORT_NAME.y","CTRY_F_NAME.y","For_Lat","For_Lon"
"22","Abu Dhabi United Arab Em",700,"Baltimore, MD","2013","Export","MD",52001,"Abu Dhabi","5200","United Arab Em",5200,"United Arab Emirates",32,"Other Chemicals and Related Products",9,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,52001,"Abu Dhabi","United Arab Em",24.5333333333333,54.3833333333333
"23","Abu Dhabi United Arab Em",700,"Baltimore, MD","2013","Export","MD",52001,"Abu Dhabi","5200","United Arab Em",5200,"United Arab Emirates",53,"Primary Iron and Steel Products (Ingots,Bars,Rods,etc.)",92,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,52001,"Abu Dhabi","United Arab Em",24.5333333333333,54.3833333333333
"24","Abu Dhabi United Arab Em",2017,"Jacksonville, FL","2013","Export","FL",52001,"Abu Dhabi","5200","United Arab Em",5200,"United Arab Emirates",99,"Unknown or Not Elsewhere Classified",5725,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,52001,"Abu Dhabi","United Arab Em",24.5333333333333,54.3833333333333
"25","Acajutla El Salvador",2416,"Port Arthur, TX","2013","Export","TX",21101,"Acajutla","2110","El Salvador",2110,"El Salvador",47,"Sulphur (Dry), Clay & Salt",3307,"Gulf of Mexico","Ore, Rock and Minerals",29.893605027027,-93.920496972973,21101,"Acajutla","El Salvador",13.57766,-89.83746
"26","Acajutla El Salvador",700,"Baltimore, MD","2013","Export","MD",21101,"Acajutla","2110","El Salvador",2110,"El Salvador",99,"Unknown or Not Elsewhere Classified",7,"North Atlantic","Other Goods",39.2406340648148,-76.5608341388889,21101,"Acajutla","El Salvador",13.57766,-89.83746
"27","Acajutla El Salvador",700,"Baltimore, MD","2013","Export","MD",21101,"Acajutla","2110","El Salvador",2110,"El Salvador",51,"Paper & Allied Products",22,"North Atlantic","Wood and Wood Products",39.2406340648148,-76.5608341388889,21101,"Acajutla","El Salvador",13.57766,-89.83746
"28","Acajutla El Salvador",700,"Baltimore, MD","2013","Export","MD",21101,"Acajutla","2110","El Salvador",2110,"El Salvador",70,"All Manufactured Equipment, Machinery and Products",37,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,21101,"Acajutla","El Salvador",13.57766,-89.83746
"29","Acajutla El Salvador",2416,"Port Arthur, TX","2013","Export","TX",21101,"Acajutla","2110","El Salvador",2110,"El Salvador",23,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",3510,"Gulf of Mexico","Coal, Oil, and Petrochemicals",29.893605027027,-93.920496972973,21101,"Acajutla","El Salvador",13.57766,-89.83746
"30","Acajutla El Salvador",700,"Baltimore, MD","2013","Export","MD",21101,"Acajutla","2110","El Salvador",2110,"El Salvador",32,"Other Chemicals and Related Products",23,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,21101,"Acajutla","El Salvador",13.57766,-89.83746
"31","Acajutla El Salvador",700,"Baltimore, MD","2013","Export","MD",21101,"Acajutla","2110","El Salvador",2110,"El Salvador",41,"Forest Products, Lumber, Logs, Woodchips",23,"North Atlantic","Wood and Wood Products",39.2406340648148,-76.5608341388889,21101,"Acajutla","El Salvador",13.57766,-89.83746
"32","Acajutla El Salvador",2417,"Galveston, TX","2013","Export","TX",21101,"Acajutla","2110","El Salvador",2110,"El Salvador",31,"Fertilizers",24361,"Gulf of Mexico","Industrial goods",29.3124683918919,-94.8089730675676,21101,"Acajutla","El Salvador",13.57766,-89.83746
"33","Acajutla El Salvador",700,"Baltimore, MD","2013","Export","MD",21101,"Acajutla","2110","El Salvador",2110,"El Salvador",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",10,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,21101,"Acajutla","El Salvador",13.57766,-89.83746
"34","Aden Yemen",2017,"Jacksonville, FL","2013","Export","FL",52101,"Aden","5210","Yemen",5210,"Republic of Yemen",70,"All Manufactured Equipment, Machinery and Products",2,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,52101,"Aden","Yemen",12.78988,45.01887
"35","Aden Yemen",700,"Baltimore, MD","2013","Export","MD",52101,"Aden","5210","Yemen",5210,"Republic of Yemen",70,"All Manufactured Equipment, Machinery and Products",15,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,52101,"Aden","Yemen",12.78988,45.01887
"36","Agadir Morocco",2017,"Jacksonville, FL","2013","Export","FL",71403,"Agadir","7140","Morocco",7140,"Morocco",70,"All Manufactured Equipment, Machinery and Products",192,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,71403,"Agadir","Morocco",30.42078,-9.62928
"37","Agadir Morocco",2416,"Port Arthur, TX","2013","Export","TX",71403,"Agadir","7140","Morocco",7140,"Morocco",51,"Paper & Allied Products",15578,"Gulf of Mexico","Wood and Wood Products",29.893605027027,-93.920496972973,71403,"Agadir","Morocco",30.42078,-9.62928
"38","Agadir Morocco",2017,"Jacksonville, FL","2013","Export","FL",71403,"Agadir","7140","Morocco",7140,"Morocco",99,"Unknown or Not Elsewhere Classified",251,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,71403,"Agadir","Morocco",30.42078,-9.62928
"39","Akita Ko Japan",2017,"Jacksonville, FL","2013","Export","FL",58832,"Akita Ko","5880","Japan",5880,"Japan",70,"All Manufactured Equipment, Machinery and Products",150,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,58832,"Akita Ko","Japan",39.72836,140.08174
"40","Akranes Iceland",2416,"Port Arthur, TX","2013","Export","TX",40038,"Akranes","4000","Iceland",4000,"Iceland",23,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",43907,"Gulf of Mexico","Coal, Oil, and Petrochemicals",29.893605027027,-93.920496972973,40038,"Akranes","Iceland",64.32854,-22.07916
"41","Al Jubail Saudi Arabia",700,"Baltimore, MD","2013","Export","MD",51720,"Al Jubail","5170","Saudi Arabia",5170,"Saudi Arabia",70,"All Manufactured Equipment, Machinery and Products",805,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,51720,"Al Jubail","Saudi Arabia",27.01669,49.66032
"42","Al Jubail Saudi Arabia",700,"Baltimore, MD","2013","Export","MD",51720,"Al Jubail","5170","Saudi Arabia",5170,"Saudi Arabia",53,"Primary Iron and Steel Products (Ingots,Bars,Rods,etc.)",250,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,51720,"Al Jubail","Saudi Arabia",27.01669,49.66032
"43","Al Jubail Saudi Arabia",700,"Baltimore, MD","2013","Export","MD",51720,"Al Jubail","5170","Saudi Arabia",5170,"Saudi Arabia",99,"Unknown or Not Elsewhere Classified",73,"North Atlantic","Other Goods",39.2406340648148,-76.5608341388889,51720,"Al Jubail","Saudi Arabia",27.01669,49.66032
"44","Al Manamah Harbor Bahrain",766,"Wilmington, NC","2013","Export","NC",52502,"Al Manamah Harbor","5250","Bahrain",5250,"Bahrain",32,"Other Chemicals and Related Products",70,"South Atlantic","Industrial goods",34.2029665882353,-77.9545586470588,52502,"Al Manamah Harbor","Bahrain",26.243,50.5698
"45","Alexandretta Turkey",700,"Baltimore, MD","2013","Export","MD",48931,"Alexandretta","4890","Turkey",4890,"Turkey",44,"Iron Ore and Iron & Steel Waste & Scrap",101882,"North Atlantic","Ore, Rock and Minerals",39.2406340648148,-76.5608341388889,48931,"Alexandretta","Turkey",36.59242,36.15106
"46","Alexandretta Turkey",2017,"Jacksonville, FL","2013","Export","FL",48931,"Alexandretta","4890","Turkey",4890,"Turkey",41,"Forest Products, Lumber, Logs, Woodchips",45195,"South Atlantic","Wood and Wood Products",30.3683817857143,-81.5721939428571,48931,"Alexandretta","Turkey",36.59242,36.15106
"47","Alexandretta Turkey",700,"Baltimore, MD","2013","Export","MD",48931,"Alexandretta","4890","Turkey",4890,"Turkey",99,"Unknown or Not Elsewhere Classified",4,"North Atlantic","Other Goods",39.2406340648148,-76.5608341388889,48931,"Alexandretta","Turkey",36.59242,36.15106
"48","Alexandretta Turkey",2416,"Port Arthur, TX","2013","Export","TX",48931,"Alexandretta","4890","Turkey",4890,"Turkey",24,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents",44605,"Gulf of Mexico","Coal, Oil, and Petrochemicals",29.893605027027,-93.920496972973,48931,"Alexandretta","Turkey",36.59242,36.15106
"49","Alexandretta Turkey",700,"Baltimore, MD","2013","Export","MD",48931,"Alexandretta","4890","Turkey",5040,"Lebanon",70,"All Manufactured Equipment, Machinery and Products",198,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,48931,"Alexandretta","Turkey",36.59242,36.15106
"50","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7910,"South Africa",99,"Unknown or Not Elsewhere Classified",56,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"51","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7610,"Benin",70,"All Manufactured Equipment, Machinery and Products",1025,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"52","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7140,"Morocco",70,"All Manufactured Equipment, Machinery and Products",1025,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"53","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7440,"Senegal",70,"All Manufactured Equipment, Machinery and Products",1025,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"54","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",5520,"Vietnam",99,"Unknown or Not Elsewhere Classified",56,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"55","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7910,"South Africa",49,"Other Non-Metal. Min.",42,"South Atlantic","Ore, Rock and Minerals",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"56","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7490,"Ghana",99,"Unknown or Not Elsewhere Classified",56,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"57","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",4700,"Spain",41,"Forest Products, Lumber, Logs, Woodchips",45,"South Atlantic","Wood and Wood Products",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"58","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",4759,"Italy",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",44,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"59","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7530,"Nigeria",99,"Unknown or Not Elsewhere Classified",56,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"60","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7490,"Ghana",32,"Other Chemicals and Related Products",36,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"61","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7490,"Ghana",52,"Building Cement & Concrete; Lime; Glass",0,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"62","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",4700,"Spain",70,"All Manufactured Equipment, Machinery and Products",1025,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"63","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7910,"South Africa",70,"All Manufactured Equipment, Machinery and Products",1025,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"64","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7530,"Nigeria",70,"All Manufactured Equipment, Machinery and Products",1025,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"65","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",5520,"Vietnam",70,"All Manufactured Equipment, Machinery and Products",1025,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"66","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7480,"Ivory Coast",70,"All Manufactured Equipment, Machinery and Products",1025,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"67","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",5520,"Vietnam",32,"Other Chemicals and Related Products",36,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"68","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7490,"Ghana",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",44,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"69","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7910,"South Africa",68,"Other Agricultural Products; Food and Kindred Products",62,"South Atlantic","Agricultural goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"70","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7440,"Senegal",99,"Unknown or Not Elsewhere Classified",56,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"71","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",4890,"Turkey",51,"Paper & Allied Products",26,"South Atlantic","Wood and Wood Products",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"72","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",4700,"Spain",99,"Unknown or Not Elsewhere Classified",56,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"73","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",4700,"Spain",32,"Other Chemicals and Related Products",36,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"74","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",4890,"Turkey",70,"All Manufactured Equipment, Machinery and Products",1025,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"75","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7490,"Ghana",70,"All Manufactured Equipment, Machinery and Products",1025,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"76","Algeciras Spain",2017,"Jacksonville, FL","2013","Export","FL",47031,"Algeciras","4700","Spain",7910,"South Africa",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",44,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,47031,"Algeciras","Spain",36.12631,-5.44355
"77","Alicante Spain",2416,"Port Arthur, TX","2013","Export","TX",47057,"Alicante","4700","Spain",4700,"Spain",32,"Other Chemicals and Related Products",18745,"Gulf of Mexico","Industrial goods",29.893605027027,-93.920496972973,47057,"Alicante","Spain",38.33723,-0.48689
"78","All Guinea-Bissau Ports Guinea Bissau",2017,"Jacksonville, FL","2013","Export","FL",76489,"All Guinea-Bissau Ports","7642","Guinea Bissau",7640,"Western Africa, Nec",70,"All Manufactured Equipment, Machinery and Products",11,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,76489,"All Guinea-Bissau Ports","Guinea Bissau",11.857,-15.573
"79","All Other Albania Ports Albania",700,"Baltimore, MD","2013","Export","MD",48100,"All Other Albania Ports","4810","Albania",4810,"Albania",70,"All Manufactured Equipment, Machinery and Products",489,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,48100,"All Other Albania Ports","Albania",40.875,19.3
"80","All Other Bahrain Ports Bahrain",2017,"Jacksonville, FL","2013","Export","FL",52500,"All Other Bahrain Ports","5250","Bahrain",5250,"Bahrain",99,"Unknown or Not Elsewhere Classified",1162,"South Atlantic","Other Goods",30.3683817857143,-81.5721939428571,52500,"All Other Bahrain Ports","Bahrain",26.217,50.632
"81","All Other Bahrain Ports Bahrain",2017,"Jacksonville, FL","2013","Export","FL",52500,"All Other Bahrain Ports","5250","Bahrain",5250,"Bahrain",68,"Other Agricultural Products; Food and Kindred Products",164,"South Atlantic","Agricultural goods",30.3683817857143,-81.5721939428571,52500,"All Other Bahrain Ports","Bahrain",26.217,50.632
"82","All Other Bahrain Ports Bahrain",2017,"Jacksonville, FL","2013","Export","FL",52500,"All Other Bahrain Ports","5250","Bahrain",5250,"Bahrain",52,"Building Cement & Concrete; Lime; Glass",3,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,52500,"All Other Bahrain Ports","Bahrain",26.217,50.632
"83","All Other Bahrain Ports Bahrain",2017,"Jacksonville, FL","2013","Export","FL",52500,"All Other Bahrain Ports","5250","Bahrain",5250,"Bahrain",70,"All Manufactured Equipment, Machinery and Products",11806,"South Atlantic","Industrial goods",30.3683817857143,-81.5721939428571,52500,"All Other Bahrain Ports","Bahrain",26.217,50.632
"84","All Other Bahrain Ports Bahrain",700,"Baltimore, MD","2013","Export","MD",52500,"All Other Bahrain Ports","5250","Bahrain",5250,"Bahrain",99,"Unknown or Not Elsewhere Classified",214,"North Atlantic","Other Goods",39.2406340648148,-76.5608341388889,52500,"All Other Bahrain Ports","Bahrain",26.217,50.632
"85","All Other Bahrain Ports Bahrain",700,"Baltimore, MD","2013","Export","MD",52500,"All Other Bahrain Ports","5250","Bahrain",5250,"Bahrain",68,"Other Agricultural Products; Food and Kindred Products",998,"North Atlantic","Agricultural goods",39.2406340648148,-76.5608341388889,52500,"All Other Bahrain Ports","Bahrain",26.217,50.632
"86","All Other Bahrain Ports Bahrain",700,"Baltimore, MD","2013","Export","MD",52500,"All Other Bahrain Ports","5250","Bahrain",5250,"Bahrain",32,"Other Chemicals and Related Products",74,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,52500,"All Other Bahrain Ports","Bahrain",26.217,50.632
"87","All Other Bahrain Ports Bahrain",700,"Baltimore, MD","2013","Export","MD",52500,"All Other Bahrain Ports","5250","Bahrain",5200,"United Arab Emirates",70,"All Manufactured Equipment, Machinery and Products",3369,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,52500,"All Other Bahrain Ports","Bahrain",26.217,50.632
"88","All Other Bahrain Ports Bahrain",700,"Baltimore, MD","2013","Export","MD",52500,"All Other Bahrain Ports","5250","Bahrain",5250,"Bahrain",54,"Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",3,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,52500,"All Other Bahrain Ports","Bahrain",26.217,50.632
"89","All Other Bahrain Ports Bahrain",700,"Baltimore, MD","2013","Export","MD",52500,"All Other Bahrain Ports","5250","Bahrain",5250,"Bahrain",70,"All Manufactured Equipment, Machinery and Products",3369,"North Atlantic","Industrial goods",39.2406340648148,-76.5608341388889,52500,"All Other Bahrain Ports","Bahrain",26.217,50.632
